id,text,type
HushallT28,"Number of persons by foreign or Swedish background, type of housing, age and sex. Year 2012 - 2023",t
HushallT29,Number of persons per household by region and type of housing. Year 2012 - 2023,t
HushallT30,"Number of households and average number of persons per household by region, tenure and type of dwelling (excluding one- or two-dwelling buildings). Year 2012 - 2023",t
HushallT27,"Number and percentage of households by region, type of housing and useful floor space. Special housing not included. Year 2012 - 2023",t
HushallT26,"Number and percentage of households by region, type of housing and size of household. Year 2012 - 2023",t
HushallT22,"Number and percentage of households by region, type of housing and type of household. Year 2012 - 2023",t
HushallT21B,"Number and percentage of persons by region, type of housing, age and sex. Year 2012 - 2023",t
HushallT23,"Average useful floor space per person by region, type of household and type of housing. Year 2012 - 2023",t
HushallT31,"Number of persons by type of housing, age and sex. Year 2012 - 2023",t
HushallT32DesoN,Number of persons by region and type of building. Year 2012 - 2023,t
HushallT33DesoN,Number of persons by region and tenure. Year 2012 - 2023,t
HUThush,Expenditures per household - by type of household in SEK. Year 2021,t
HUTupplat,Expenditures per household - by type of tenure in SEK. Year 2021,t
HUTkomgr,Expenditures per household - by type of region in SEK. Year 2021,t
HUTutgift5,Expenditures per household (0-79 years)(HBS) - disposable income and type of expenditure. (Survey) Year 2006 - 2009,t
HUTutgift6,Expenditures per household (0-79 years)(HBS) - aggregated municipalities and type of expenditure. (Survey) Year 2006 - 2009,t
LE01012021B01,"Housing by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2008-2009 - 2023-2023",t
LE0101SILCB01,"SILC Housing by indicator, age and sex. Percentage and estimated numbers in thousands. Year 2008 - 2020",t
LE0101SILCB02,"SILC Housing by indicator, type of household and sex. All ages. Percentage and estimated numbers in thousands. Year 2008 - 2020",t
LE0101SILCB03,"SILC Housing by indicator, foreign/Swedish background and sex. All ages. Percentage and estimated numbers in thousands. Year 2008 - 2020",t
LE0101SILCB04,"SILC Housing by indicator, level of education and sex. Ages 16 and older. Percentage and estimated numbers in thousands. Year 2008 - 2020",t
LE0101SILCB05,"SILC Housing by indicator, socio-economic group and sex. Percentage and estimated numbers in thousands. Year 2008 - 2012",t
LE0101SILCB06BN,"SILC Housing by indicator, municipality group according to classification of 2017 and sex. All ages. Percentage and estimated numbers in thousands. Year 2018 - 2020",t
LE0101SILCB06B,"SILC Housing by indicator, municipality group according to classification of 2011 and sex. All ages. Percentage and estimated numbers in thousands. Year 2008 - 2017",t
LE0101SILCB06,"SILC Housing by indicator, municipality group according to classification of 2005 and sex. Percentage and estimated numbers in thousands. Year 2008 - 2018",t
LE01012021E01,"Economic strain by indicator, study domain and sex. 16+ years. Percentage and estimated numbers in thousands. Year 2008-2009 - 2023-2023",t
LE01012021E02,"Economic vulnerability and income distribution by indicator, study domain and sex. 0+ years. Percentage and estimated numbers in thousands. Year 2021-2021 - 2023-2023",t
LE01012021E03N,Very low work intensity by study domain and sex. Ages 0-64. Percentage and estimated numbers in thousands. Year 2021-2021 - 2023-2023,t
LE0101SILCE01N,"SILC Economy and material assets by indicator, age and sex. Percentage and estimated numbers in thousands. Year 2008 - 2020",t
LE0101SILCE02N,"SILC Economy and material assets by indicator, type of household and sex. All ages. Percentage and estimated numbers in thousands. Year 2008 - 2020",t
LE0101SILCE03N,"SILC Economy and material assets by indicator, foreign/Swedish background and sex. All ages. Percentage and estimated numbers in thousands. Year 2008 - 2020",t
LE0101SILCE04N,"SILC Economy and material assets by indicator, level of education and sex. Ages 16 and older. Percentage and estimated numbers in thousands. Year 2008 - 2020",t
LE0101SILCE05,"SILC Economy and material assets by indicator, socio-economic group and sex. Percentage and estimated numbers in thousands. Year 2008 - 2012",t
LE0101SILCE06BN,"SILC Economy and material assets by indicator, municipality group according to classification of 2017 and sex. All ages. Percentage and estimated numbers in thousands. Year 2018 - 2020",t
LE0101SILCE06B,"SILC Economy and material assets by indicator, municipality group according to classification of 2011 and sex. All ages. Percentage and estimated numbers in thousands. Year 2008 - 2017",t
LE01012021F01,"Leisure activities by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2008-2009 - 2023-2023",t
LE01012021F08,"Leisure activities by indicator, study domain and sex. Percentage and estimated numbers in thousands Year 2014-2015 - 2023-2023",t
LE01012021F04,"Holiday travel and holiday homes by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2008-2009 - 2022-2022",t
LE01012021H03,"Physical and mental health by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2008-2009 - 2023-2023",t
LE01012021H06,"Smoking and taking snuff by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2008-2009 - 2023-2023",t
LE01012021H01N,"Body Mass Index (BMI) by indicator, study domain and sex. Persons 16 years or older. Percentage and estimated numbers in thousands. Year 2008-2009 - 2023-2023",t
LE01012021H05,"Unmet need for examination or treatment by indicator, study domain and sex. Percentage and estimated numbers in thousands Year 2017-2017 - 2023-2023",t
LE01012021H02,"Disabilities by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2014-2015 - 2023-2023",t
LE01012021M01,"Civic activities, politics by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2008-2009 - 2023-2023",t
LE01012021M02,"Civic activities, trade unions, employees aged 16-74 by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2008-2009 - 2023-2023",t
LE01012019M03,"Civic activities, associations by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2012-2013 - 2018-2019",t
LE01012019M04,"Civic activities, retirement associations by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2012-2013 - 2018-2019",t
LE01012021SR01,"Social relations by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2008-2009 - 2023-2023",t
LE01012021S01,"Main activity (persons aged 16-74 years) by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2008-2009 - 2023-2023",t
LE01012021S10,"Employment (gainfully employed persons aged 16-74 years) by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2008-2009 - 2023-2023",t
LE01012021S11,"Employment (employees aged 16-74 years) by indicator, study domain and sex. Year 2008-2009 - 2023-2023",t
LE01012021T01,"Insecurity by indicator, study domain and sex. Percentage and estimated numbers in thousands. Year 2008-2009 - 2023-2023",t
LE01012021T02,"Insecurity by indicator (gainfully employed persons aged 16-74 years), study domain and sex. Percentage and estimated numbers in thousands. Year 2008-2009 - 2021-2021",t
LE0102T20,Families with children and young persons aged 0-21 living at home by number of children. Year 2014 - 2022,t
LE0102T19N,"Families with children and young persons aged 0-21 living at home by region, age of children, type of family and number of children.  Year 2014 - 2022",t
LE0102T21N,"Number of families and average number of children per family among families with children and young persons aged 0-21 living at home, by region, age of children and type of family.  Year 2014 - 2022",t
LE0102T17,"Type of family for children and young persons aged 0-21 and living at home by sex, age, type of family, Swedish/foreign background and parents´ level of education. Year 2014 - 2022",t
LE0102T18N,"Type of family for children and young persons aged 0-21 and living at home by region, sex, age and type of family.  Year 2014 - 2022",t
LE0102T22,"Full siblings, half siblings and step siblings among children and young persons aged 0-21 and living at home by sex, age and type of family. Year  2014 - 2022",t
LE0102T23,"Number of siblings living at home among children and young persons aged 0-21 and living at home by sex, age, type of family and Swedish/foreign background. Year 2014 - 2022",t
LE0102T29,"Young persons aged 16-21 who have left home by sex, age and type of family. Year 2014 - 2022",t
BarnAdoption2N,Number of adoptions of children aged 0-17 by sex and country of birth. Year 2000 - 2022,t
BarnAdoptionN,"Adopted children and young persons aged 0-21 by sex, age and country of birth.  Year 2000 - 2022",t
LE0102T26,"Adopted children and young persons aged 0-21 by sex, age and type of adoption. Year 2014 - 2022",t
LE0102T27,Number of adoptions of children and young persons aged 0-17 by age and type of adoption. Year 2014 - 2022,t
LE0102T30,"Children and young persons aged 0-21 and living at home whose parents have separated during the year by sex, age and type of family. Year 2015 - 2022",t
LE0102T31,"Children and young persons aged 0-21 and living at home whose parents have separated during the year by sex, age, type of family, Swedish/foreign background and parents´ level of income. Year 2015 - 2022",t
LE0102T32N,"Children and young persons aged 0-21 and living at home whose parents have separated during the year by region, sex and age.  Year 2015 - 2022",t
LE0102T33N,"Geographic distance to absent parent for children and young persons aged 0-21 who lives apart from one of their biological parents by region, sex, age and distance to absent parent.  Year 2014 - 2022",t
LE0102T28,"Number of legal guardians for children aged 0-17 living at home by sex, guardian and type of family. Year 2014 - 2022",t
LE0102T15,Children and young persons aged 0-21 with Swedish and foreign background by sex and age. Year 2002 - 2022,t
LE0102T16N,"Children and young persons aged 0-21 with Swedish and foreign background by region, sex and age.  Year 2002 - 2022",t
LE0102T34,"Housing type and average housing space per person for children and young persons aged 0-21 living at home by sex, age, housing type, type of family, Swedish/foreign background and parents´ level of income. Year 2014 - 2022",t
LE0102T35N,"Housing type and average housing space for children and young persons aged 0-21 living at home by region, sex, age and housing type.  Year 2014 - 2022",t
LE0102L1,"Children and young persons aged 0-21 living at home in families with low and high income relative the median by sex, age, share of median income, type of family and number of siblings living at home. Year 2014 - 2022",t
LE0102L2,"Children and young persons aged 0-21 living at home in families with low and high income relative the median by sex, age, share of median income, Swedish/foreign background and parents´ level of education. Year 2014 - 2022",t
LE0102L3,"Children and young persons aged 0-21 living at home in families with low and high income relative the median by region, sex, age and share of median income. Year 2014 - 2022",t
LE0102L4,"Income standard among children and young persons aged 0-21 living at home by sex, age, type of family and number of siblings living at home. Year 2014 - 2022",t
LE0102L5,"Income standard among children and young persons aged 0-21 living at home by sex, age, Swedish/foreign background and parents´ level of education. Year 2014 - 2022",t
LE0102L6,"Income standard among children and young persons aged 0-21 living at home by region, sex and age. Year 2014 - 2022",t
LE0102L7,"Income standard (median) among children and young persons aged 0-21 living at home by sex, age, type of family and number of siblings living at home. Year 2014 - 2022",t
LE0102L8,"Income standard (median) among children and young persons aged 0-21 living at home, by sex, age, type of family and parents´ level of education. Year 2014 - 2022",t
LE0102L9,"Children and young persons aged 0-21 living at home whose families have received economic support at some time during the year, by sex, age, type of family and number of siblings living at home. Year 2014 - 2022",t
LE0102L10,"Children and young persons aged 0-21 living at home whose families have received economic support at some time during the year, by sex, age, Swedish/foreign background and parents´ level of education. Year 2014 - 2022",t
LE0102L11,"Family support as share/percentage of disposable income among children and young persons aged 0-21 living at home, by sex, age, type of social assistance, type of family and number of siblings living at home. Year 2014 - 2022",t
LE0102L12,"Family support as share/percentage of disposable income among children and young persons aged 0-21 living at home, by sex, age, type of social assistance, Swedish/foreign background and parents´ level of education. Year 2014 - 2022",t
SyssattAntalBarn01,Number and share of children and young persons aged 0-17 by parents occupation and child age. Age 1999 - 2020,t
SyssattAntalBarn02,Number and share of children and young persons aged 0-17 by parents occupation and family type. Year 1999 - 2020,t
SyssattAntalBarn03,Number and share of children and young persons aged 0-17 by parents occupation and number of children in the household. Year 1999 - 2020,t
SyssattAntalBarn04,Number and share of children and young persons aged 0-17 by parents occupation and education. Year 2005 - 2020,t
SyssattAntalBarn05,Number and share of children and young persons aged 0-17 by parents occupation and education and country of birth. Year 2005 - 2020,t
LE0102T36,"Children and young persons aged 0-21 whose parents have died during the year by sex, age and which parent who died. Year 2015 - 2022",t
LE0102T37,"Children and young persons aged 0-21 whose parents have died during the child´s life by sex, age and which parent who died. Year 2014 - 2022",t
LE0102T1,"Children and young persons aged 0-21 and living at home who lives in families with low and high income relative the median by sex, age, share of median income, type of family and number of siblings living at home. Year 2014 - 2019",t
Barnfam,"Families with children and young persons aged 0-21 and average number of children per family by the child’s age, type of family and the mother/fathers country of birth (Sweden/abroad).  Years 2000 - 2014",t
LE0102T2,"Children and young persons aged 0-21  and living at home who lives in families with low and high income relative the median by sex, age, share of median income, Swedish/foreign background and parents´ level of education. Year 2014 - 2019",t
Barnfamalder,"Families with children and young persons aged 0-21 by the child’s age, type of family and parents age.  Year 2000 - 2014",t
LE0102T3N,"Children and young persons aged 0-21  and living at home who lives in families with low and high income relative the median by region, sex, age and share of median income.  Year 2014 - 2019",t
Familj1K,"Families with children and young persons aged 0-21 by region, the child’s age, type of family (married/cohabiting or single parents) and number of children in the family. Year 2000 - 2014",t
LE0102T4N,"Income standard among children and young persons aged 0-21 and living at home by sex, age, type of family and number of siblings living at home. Year 2014 - 2019",t
Familj2K,"Families with children and young persons aged 0-21 by region, the child’s age, type family (married/cohabiting or single parents) and number of children in the family. Year 2000 - 2014",t
LE0102T4,"Income standard among children and young persons aged 0-21 and living at home by sex, age, type of family and number of siblings living at home. Not updated. Year 2014 - 2017",t
LE0102T5N,"Income standard among children and young persons aged 0-21 and living at home by sex, age, Swedish/foreign background and parents´ level of education. Year 2014 - 2019",t
SamboformForalder,"Children and young persons aged 0-21 by sex, age, type of family (married/cohabiting or single parents) and Swedish/foreign background. Year 2000 - 2014",t
LE0102T6NN,"Income standard among children and young persons aged 0-21 and living at home by region, sex and age. Year 2014 - 2019",t
LE0102T5,"Income standard among children and young persons aged 0-21 and living at home by sex, age, Swedish/foreign background and parents´ level of education. Not updated. Year 2014 - 2017",t
SamboformForalder2,"Children and young persons aged 0-21 living with biological parents and step parents by sex, age, type of family (married/cohabiting or single parents) and Swedish/foreign background. Year 2000 - 2014",t
LE0102T7N,"Income standard (median) among children and young persons aged 0-21 and living at home by sex, age, type of family and number of siblings living at home. Year 2014 - 2019",t
BarnFamilj2,"Children and young persons aged 0-21 in nuclear families and other families by sex, age and Swedish/foreign background. Year 2000 - 2014",t
LE0102T8N,"Income standard (median) among children and young persons aged 0-21 and living at home, by sex, age, type of family and parents´ level of education. Year 2014 - 2019",t
LE0102T6N,"Income standard among children and young persons aged 0-21 and living at home by region, sex and age.  Not updated. Year 2014 - 2017",t
SamboformForalder5K,"Children and young persons aged 0-21 by region, sex, age, type of family (cohabiting or single parents) and Swedish/foreign background. Year 2000 - 2014",t
LE0102T7,"Income standard (median) among children and young persons aged 0-21 and living at home by sex, age, type of family and number of siblings living at home. Not updates. Year 2014 - 2017",t
LE0102T9,"Children and young persons aged 0-21 and living at home whose families have received economic support at some time during the year, by sex, age, type of family and number of siblings living at home. Year 2014 - 2019",t
SamboformForalder4K,"Children and young persons aged 0-21 by region, sex, age, type of family (lives with biological parents and step parents) and Swedish/foreign background. Year 2000 - 2014",t
LE0102T8,"Income standard (median) among children and young persons aged 0-21 and living at home, by sex, age, type of family and parents´ level of education. Not updated. Year 2014 - 2017",t
LE0102T10,"Children and young persons aged 0-21 and living at home whose families have received economic support at some time during the year, by sex, age, Swedish/foreign background and parents´ level of education. Year 2014 - 2019",t
Syskon3,"Children and young persons aged 0-21 by sex, age, type of family (married/cohabiting or single parents), siblings and Swedish/foreign background. Year 2000 - 2014",t
Syskon7,"Children and young persons aged 0-21 by sex, age, siblings and Swedish/foreign background. Year 2000 - 2014",t
LE0102T11N,"Family support as share/percentage of disposable income among children and young persons aged 0-21 and living at home, by sex, age, type of social assistance, type of family and number of siblings living at home. Year 2014 - 2019",t
SamboUngdom,"Young persons 16-21 years that have left home by sex, age, type of family (married/cohabiting), with/without children and Swedish/foreign background. Year 2000 - 2014",t
LE0102T12N,"Family support as share/percentage of disposable income among children and young persons aged 0-21 and living at home, by sex, age, type of social assistance, Swedish/foreign background and parents´ level of education. Year 2014 - 2019",t
Separation,"Children and young persons aged 0-21 whose parents have separated by sex, age, type of family (nuclear families/reconstructed families) and parent’s form of cohabitation. Year 2000 - 2014",t
SeparationK,"Children and young persons aged 0-21 whose parents have separated by region, sex, age and parent’s form of cohabitation. Year 2000 - 2014",t
SeparationSvUtl,"Children and young persons aged 0-21 whose parents have separated by sex, age, type of family (nuclear families /reconstructed families), parent’s form of cohabitation and Swedish/foreign background. Year 2000 - 2014",t
SeparationAvstand,"Children and young persons aged 1-17 and lives apart from one of its biological parents by sex, age, distance, type of family, and Swedish/foreign background of the biological parent living apart from the child. Year 2000 - 2014",t
Vardnad,"Joint and sole custody of children and young persons 1-17 years by sex, age, caregiver, type of family (parents´ civil status/parenthood) and Swedish/foreign background. Year 2000 - 2014",t
BarnOversikt,"Children and young persons aged 0-21 by sex, age and Swedish/foreign background. Year 2000 - 2014",t
BarnBefFodland,"Children and young persons aged 0-21 by sex, the child’s age, the child’s country of birth (Sweden/abroad) and the mother’s country of birth. Year 2000 - 2014",t
BarnBefFodlandF,"Children and young persons aged 0-21 by sex, the child’s age, the child’s country of birth and the fathers country of birth. Year 2000 - 2014",t
InkStd,"Income standard of families with children, number and percentage of children aged 0-17 living at home, by income standard. Year 1995 - 2013",t
InkStdMedian,"Income standard (median) for families with children aged 0-17 living at home, by population groups. Year 1995 - 2013",t
InkStdMedianSKL,"Income standard (median) for families with children aged 0-17, by municipality group. Year 1995 - 2013",t
DispInk,"Family´s disposable income per consumption unit in SEK thousands. Children in families living at home aged 0-17, by population groups. Year 1995 - 2013",t
DispInkSKL,"Family´s disposable income per consumption unit in SEK thousands. Children in families living at home aged 0-17, by municipality group. Year 1995 - 2013",t
DispInkB,"Family support as share/percentage of disposable income. Families with children living at home aged 0-17, by type of support and population groups. Year 1995 - 2013",t
DispInkBSKL,"Family support as share/percentage of disposable income. Families with children living at home aged 0-17, by type of support and municipality group. Year 1995 - 2013",t
SocB,"Families that have received economic support at some time during the year, share of families with children living at home aged 0-17.Year 1995 - 2013",t
ArbInk,"Children living at home aged 13-17 with their own income from employment by region, sex, age and income bracket. Year 1995 - 2013",t
ArbInkMd,"Children living at home aged 13-17 with their own income from employment. Median value in SEK by region, sex and age. Year 1995 - 2013",t
BarnForAvlid,"Children and young persons whose biological parents died during the year by sex, age and type of housing. Year 2007 - 2008",t
BarnForAvlid2,"Children and young persons whose biological parents have died during the child’s life by region, sex and age. Year 2007 - 2008",t
LE0105Forvarvsarb03,"Gainfully employed persons aged 20–69 by occupation (1-digit SSYK 2012), education level, number of years in Sweden, region of birth, sex and age. Number. Year 2014 - 2021",t
LE0105Sysselsattn01N,"Persons aged 20–74 by occupation, grounds for settlement, number of years in Sweden, region of birth, sex and age. Year 2019 - 2021",t
LE0105Sysselsattn02N,"Persons aged 20–74 by occupation, level of education, number of years in Sweden, region of birth, sex and age. Number. Year 2019 - 2021",t
LE0105Boende02,"Number of persons in overcrowded households in multi-dwelling buildings as defined by norm 2, by region, region of birth, age, and sex. Year 2012 - 2022",t
LE0105Boende01N,"Number of persons in overcrowded households in multi-dwelling buildings as defined by norm 2, 15 years and older, by grounds for residence, age, and sex 2012 - 2022",t
LE0105Boende03N,"Number of residents by region of birth, type of house, grounds for residence, duration of residence, sex, and age 2012 - 2022",t
LE0105Boende04N,"Number of residents, by region of birth, type of tenure, grounds for residence, duration of residence, sex, and age 2012 - 2022",t
LE0105Boende05N,"Average living space per person, by region of birth, grounds for residency, duration of residence, sex, and age 2012 - 2022",t
LE0105SjukRehab04,"Sickness and rehabilitation benefit by number of years in Sweden, region of birth, sex and age. Number. Year 2003 - 2021",t
LE0105SjukAktiv05,"Activity and sickness compensation  by duration of residence, region of birth, sex and age. Number. Year 2003 - 2021",t
LE0105Demogr02,"Number of persons, by household situation, region of birth, duration of residence, sex, age. Year 2011 - 2022",t
LE0105Demogr03,"Number of persons who are Swedish citizens, by country of birth, duration of residence, sex, and age. Year 2001 - 2022",t
LE0105Demogr01N,"Population, by region of birth, grounds for residence, duration of residence, sex, and age 2001 - 2022",t
LE0105Mottagna01,"Number of persons received for settlement, by region, year of reception, age and sex. Year 2011 - 2022",t
LE0105Mottagna02,"Number of persons received for settlement, by receiving region, duration of residence, sex, and year. Year 2011 - 2022",t
LE0105Mottagna03,"Number of persons received for settlement, by number of migrations, region, age, and sex. Year 2012 - 2022",t
LE0105Ekonomi02,"Disposable income per consumption unit in relation to median income, by grounds for residence, duration of residence, region of birth, and age. Year 2011 - 2021",t
LE0105Ekonomi01N,"Disposable income per consumption unit, by grounds for residence, duration of residence, region of birth, and age.  Year 2011 - 2021",t
LE0105Utbildning02,"Persons aged 16–74 by level of educational attainment, field of education, duration of residence, egion of birth, sex and age. Year 2019 - 2022",t
LE0105Utbildning04,"Persons aged 16–74 by level of educational attainment, field of education, duration of residence, grounds for residence, sex and age. Year 2019 - 2022",t
LE0105Sysselsattn02,"Persons aged 20–69 by occupation, level of education, number of years in Sweden, region of birth, sex and age. Number. Year 2004 - 2018",t
LE0105Utbildning01,"Persons aged 16–74 by level of educational attainment, field of education, duration of residence, egion of birth, sex and age. Year 2001 - 2018",t
LE0105Utbildning03,"Persons aged 16–74 by level of educational attainment, field of education, duration of residence, grounds for residence, sex and age. Year 2001 - 2018",t
LE0106Ekonomi,"Children´s finances and material resources by indicator, study domain and sex. Year 2014-2015 - 2018-2019",t
LE0106Fritid,"Children´s leisure time and cultural activities by indicator, study domain and sex. Year 2014-2015 - 2018-2019",t
LE0106Husharbete,"Children´s household chores by indicator, study domain and sex. Year 2014-2015 - 2018-2019",t
LE0106Halsa,"Children´s health by indicator, study domain and sex. Year 2014-2015 - 2018-2019",t
LE0106Relationer,"Children´s relationships with parents by indicator, study domain and sex. Year 2014-2015 - 2018-2019",t
LE0106Skola,"Children in school by indicator, study domain and sex. Year 2014-2015 - 2018-2019",t
LE0106Trygghet,"Children´s security in the neighbourhood and in school by indicator, study domain and sex. Year 2014-2015 - 2018-2019",t
LE0106A01,"Children´s leisure time and cultural activities by indicator, study domain and sex. Percent. Year 2008-2009 - 2013-2014",t
LE0106A02,"Children´s working environment and influence in school by indicator, study domain and sex. Percent. Year 2008-2009 - 2013-2014",t
LE0106A03,"Children´s finances and material resources by indicator, study domain and sex. Percent. Year 2008-2009 - 2013-2014",t
LE0106A04,"Children´s health by indicator, study domain and sex. Percent. Year 2008-2009 - 2013-2014",t
LE0106A05,"Children´s relationships with parents and friends by indicator, study domain and sex. Percent. Year 2008-2009 - 2013-2014",t
LE0106A06,"Children´s activities to bring about changes by indicator, study domain and sex. Percent. Year 2008-2009 - 2013-2014",t
LE0106A07,"Children about homework and relationships in school by indicator, study domain and sex. Percent. Year 2008-2009 - 2013-2014",t
LE0106A08,"Children´s psychosomatic disorders by indicator, study domain and sex. Percent. Year 2008-2009 - 2013-2014",t
LE0106A09,"Children´s security in the neighbourhood and in school by indicator, study domain and sex. Percent. Year 2008-2009 - 2013-2014",t
LE0106A10,"Children´s household chores by indicator, study domain and sex. Percent. Year 2008-2009 - 2013-2014",t
LE0106A11,"Children´s media habits by indicator, study domain and sex. Percent. Year 2009-2010 - 2013-2014",t
LE0106A12,"Children´s stress in school by indicator, study domain and sex. Percent. Year 2009-2010 - 2013-2014",t
LE0106A13,"Children on smoking, alcohol, work etc. by indicator, study domain and sex. Percent. Year 2008-2009 - 2013-2014",t
LE0108T16N2,"Use of the internet by area of use, sex and study domain.  Year 2021 - 2023",t
LE0108T16,"Use of the internet by area of use, sex and study domain. Year 2018 - 2020",t
LE0108T13N2,Average use of the internet by sex and study domain.  Year 2021 - 2023,t
LE0108T13,Average use of the internet by sex and study domain. Year 2018 - 2020,t
LE0108T12N2,Last use of the internet by sex and study domain.  Year 2021 - 2023,t
LE0108T12,Last use of the internet by sex and study domain. Year 2018 - 2020,t
LE0108T14N2,"Access to the Internet by type of device, sex and study domain.  Year 2021 - 2023",t
LE0108T11N,"Access to the internet at home by type of connection, sex and study domain. Year 2021",t
LE0108T11,"Access to the internet at home by type of connection, sex and study domain. Year 2018 - 2020",t
LE0108T10N2,Access to the Internet at home by sex and study domain.   Year 2021 - 2023,t
LE0108T10,Access to the Internet at home by sex and study domain. Year 2018 - 2020,t
LE0108T17,Arranged accommodation from private persons via websites or apps by sex and study domain. Year 2018 - 2019,t
LE0108T18,Arranged transport service from private persons via websites or apps by sex and study domain. Year 2018 - 2019,t
LE0108T19,Obtained paid work by a private person via websites or apps by sex and study domain. Year 2018 - 2019,t
LE0108T21N2,Reason for not submitting completed forms to public authorities´ websites or apps by sex and study domain.   Year 2021 - 2023,t
LE0108T21,Reason for not submitting completed forms to public authorities´ websites or apps by sex and study domain. Year 2018 - 2020,t
LE0108T20N2,"Use of public authorities´ websites or apps by area of use, sex and study domain.   Year 2021 - 2023",t
LE0108T20,"Use of public authorities´ websites or apps by area of use, sex and study domain. Year 2018 - 2020",t
LE0108T62N,"Problems encountered when using public authorities´ websites or apps by type of problem, sex and study domain. Year 2022",t
LE0108T81N,Reason for not using electronic identification (eID).  Year 2023,t
LE0108T80N,Use of electronic identification (eID) by area of use.  Year 2023,t
LE0108T56,Reason for not ordering/buying goods/services via the Internet. Year 2021,t
LE0108T50N2,Rented holiday accommodation online for personal use by sex and study domain.   Year 2022 - 2023,t
LE0108T50,Rented holiday accommodation online for personal use by sex and study domain. Year 2020,t
LE0108T25N2,"Bought/ordered goods/services via the Internet by number of times, sex and study domain.   Year 2021 - 2023",t
LE0108T25,"Bought/ordered goods/services via the Internet by number of times, sex and study domain. Year 2018 - 2020",t
LE0108T24N3,"Bought/ordered goods/services via the Internet by geographical area, sex and study domain.   Year 2021 - 2023",t
LE0108T26N,"Bought/ordered goods/services online by amount spent, sex and study domain. Year 2021",t
LE0108T26,"Bought/ordered goods/services online by amount spent, sex and study domain. Year 2018 - 2020",t
LE0108T22N2,"Bought/ordered goods/services via the Internet by period of time, sex and study domain.   Year 2021 - 2023",t
LE0108T22,"Bought/ordered goods/services via the Internet by period of time, sex and study domain. Year 2018 - 2020",t
LE0108T23N,"Bought/ordered goods/services via the Internet by type of good/service, sex and study domain.  Year 2020",t
LE0108T23N3,"Bought/ordered goods/services via the Internet by type of good/service, sex and study domain.   Year 2021 - 2023",t
LE0108T49N2,Bought transport service online for personal use by sex and study domain.   Year 2021 - 2023,t
LE0108T49,Bought transport service online for personal use by sex and study domain. Year 2020,t
LE0108T43N3,Downloaded or streamed products bought/ordered online.   Year 2021 - 2023,t
LE0108T43N,Downloaded or streamed products bought/ordered online. Year 2020,t
LE0108T55N,Problems encountered when buying/ordering goods/services via the Internet.   Year 2021 - 2023,t
LE0108T27N2,"Financial activities via the Internet by activity, sex and study domain.   Year 2021 - 2023",t
LE0108T51N2,Managed and protected personal data on the internet by sex and study domain.  Year 2021 - 2023,t
LE0108T51,Managed and protected personal data on the internet by sex and study domain. Year 2020,t
LE0108T57N,"Activities related to computers, mobile devices and software.  Year 2021 - 2023",t
LE0108T59N,Reason for not checking information on the internet.  Year 2021 - 2023,t
LE0108T58N,Checked information or content on the internet.  Year 2021 - 2023,t
LE0108T61N,"Purpose of the learing activities over the Internet by purpose, sex and study domain. Year 2022",t
LE0108T78N,Experience of hostfile or degrading messages towards individuals or groups of people. Year 2023,t
LE0108T39N2,Learing activities over the Internet by sex and study domain. Year 2021 - 2023,t
LE0108T39,"Learing activities over the Internet by type of expense, sex and study domain. Year 2018 - 2020",t
LE0108T66N,Reason for not using internet-connected devices or systems for personal purposes by sex and study domain. Year 2022,t
LE0108T53,Reason for not using internet-connected devices or systems for personal purposes by sex and study domain. Year 2020,t
LE0108T67N,Use of the internet on home devices/systems by sex and study domain.  Year 2022,t
LE0108T54,Use of the internet on home devices/systems by sex and study domain. Year 2020,t
LE0108T65N,Use of internet connected devices or systems for personal use by sex and study domain.  Year 2022,t
LE0108T52,Use of internet connected devices or systems for personal use by sex and study domain. Year 2020,t
LE0108T68N,Problems encountered when using internet-connected devices or systems for personal purpose by sex and study domain. Year 2022,t
LE0108T69N,Handling of equipment that is no longer used by sex and study domain. Year 2022,t
LE0108T72N,"Important characteristics when buying a mobile or smartphone, tablet, laptop or desktop computer by sex and study domain. Year 2022",t
LE0108T41,Reason for not having access to the Internet at home by sex and study domain. Year 2019,t
LE0108T45,Reason for not ordering/buying goods/services via the Internet. Year 2019,t
LE0108T42,"Activities related to computers, mobile devices and software. Year 2019",t
LE0108T30,Use of smartphones and its apps by sex and study domain. Year 2018 - 2020,t
LE0108T47,Limited or prevented to perform different activities via the Internet due to security concerns. Year 2019,t
LE0108T27,"Financial activities via the Internet by activity, sex and study domain. Year 2018 - 2019",t
